incident,severity,kind,type,category,indicator_defanged,indicator_clean,context,seen,sources
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,domain,net,txl[.]xyttkx[.]cc,txl.xyttkx.cc,Flying Eagle C2,JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,domain,net,h5[.]xyttkx[.]cc,h5.xyttkx.cc,Flying Eagle C2,JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,domain,net,ls[.]j2x8a[.]top,ls.j2x8a.top,Flying Eagle C2,JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,domain,net,s[.]orove[.]cn,s.orove.cn,Flying Eagle C2,JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,domain,net,fusu666[.]cc,fusu666.cc,Flying Eagle C2,JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,ip,net,207[.]56[.]30[.]188,207.56.30.188,"Panel host (AS54801 Zillion Network, HK)",JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,ip,net,207[.]56[.]30[.]194,207.56.30.194,"Panel host (AS54801 Zillion Network, HK)",JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,ip,net,108[.]187[.]7[.]66,108.187.7.66,"Panel host (AS138995 Antbox Networks, HK)",JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,ip,net,77[.]105[.]161[.]235,77.105.161.235,"Panel host :8000 (AS44493, Finland)",JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,ip,net,85[.]137[.]253[.]48,85.137.253.48,"Panel host :8000 (AS215428, Germany)",JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Flying Eagle Android RAT — leaked builder spawns 170 live servers,HIGH,MOBILE · ANDROID RAT,package,host,com.icontrol.protector,com.icontrol.protector,Hardcoded default app id (randomized at build time),JUL 28,https://hunt.io/blog/flying-eagle-android-rat-170-servers-night-dragon https://thehackernews.com/2026/07/flying-eagle-android-rat-traces-found.html
Tengu botnet — Mirai-derived Linux malware that reboots hosts to survive cleanup,HIGH,BOTNET · LINUX,ip,net,64[.]89[.]163[.]8,64.89.163.8,REST C2 :9931 (plaintext registration/heartbeat) and :8080 (IPFS gateway),JUL 27,https://thehackernews.com/2026/07/tengu-botnet-reboots-compromised-linux.html
Tengu botnet — Mirai-derived Linux malware that reboots hosts to survive cleanup,HIGH,BOTNET · LINUX,process,host,[kworker/0:0],[kworker/0:0],Masquerading watchdog process reopening /dev/watchdog*,JUL 27,https://thehackernews.com/2026/07/tengu-botnet-reboots-compromised-linux.html
Tengu botnet — Mirai-derived Linux malware that reboots hosts to survive cleanup,HIGH,BOTNET · LINUX,path,host,/dev/watchdog,/dev/watchdog,Abused to force reboot (~30s timeout) when malware is killed,JUL 27,https://thehackernews.com/2026/07/tengu-botnet-reboots-compromised-linux.html
Tengu botnet — Mirai-derived Linux malware that reboots hosts to survive cleanup,HIGH,BOTNET · LINUX,path,host,/proc/self/exe,/proc/self/exe,Referenced by cron persistence routine,JUL 27,https://thehackernews.com/2026/07/tengu-botnet-reboots-compromised-linux.html
"Dysphoria IoT botnet — blockchain-hidden C2, rebuilt in 6 days after takedown",HIGH,BOTNET · IoT · DDoS,bc-domain,net,burrberry[.]eth,burrberry.eth,Ethereum ENS domain — encodes distribution-node IPv4s,JUL 25,https://thehackernews.com/2026/07/dysphoria-iot-botnet-adds-blockchain-c2.html
"Dysphoria IoT botnet — blockchain-hidden C2, rebuilt in 6 days after takedown",HIGH,BOTNET · IoT · DDoS,bc-domain,net,24carnforth2merseyside[.]sol,24carnforth2merseyside.sol,Solana SNS domain — infrastructure records,JUL 25,https://thehackernews.com/2026/07/dysphoria-iot-botnet-adds-blockchain-c2.html
"Dysphoria IoT botnet — blockchain-hidden C2, rebuilt in 6 days after takedown",HIGH,BOTNET · IoT · DDoS,bc-domain,net,m3rnbvs5d[.]eth,m3rnbvs5d.eth,Ethereum ENS C2 domain (post-JackSkid rebuild),JUL 25,https://thehackernews.com/2026/07/dysphoria-iot-botnet-adds-blockchain-c2.html
"Dysphoria IoT botnet — blockchain-hidden C2, rebuilt in 6 days after takedown",HIGH,BOTNET · IoT · DDoS,cve,host,CVE-2025-9528,CVE-2025-9528,Linksys E1700 command injection — a spreading vector,JUL 25,https://thehackernews.com/2026/07/dysphoria-iot-botnet-adds-blockchain-c2.html
Laundry Bear — Russian Zimbra webmail XSS espionage (CISA AA26-204A),HIGH,APT · ESPIONAGE,cve,host,CVE-2025-66376,CVE-2025-66376,"Zimbra ZCS webmail XSS (CSS @import) — patched Nov 2025, still exploited",JUL 23,https://www.cisa.gov/news-events/cybersecurity-advisories/aa26-204a https://connect.securonix.com/topic/show?tid=458&fid=62
Laundry Bear — Russian Zimbra webmail XSS espionage (CISA AA26-204A),HIGH,APT · ESPIONAGE,detection,net,CSS @import directive in inbound email body,CSS @import directive in inbound email body,View-based exploit trigger — flag/strip in mail gateway,JUL 23,https://www.cisa.gov/news-events/cybersecurity-advisories/aa26-204a https://connect.securonix.com/topic/show?tid=458&fid=62
Laundry Bear — Russian Zimbra webmail XSS espionage (CISA AA26-204A),HIGH,APT · ESPIONAGE,tool,host,Flowerbed,Flowerbed,Laundry Bear's mail-collection framework,JUL 23,https://www.cisa.gov/news-events/cybersecurity-advisories/aa26-204a https://connect.securonix.com/topic/show?tid=458&fid=62
Laundry Bear — Russian Zimbra webmail XSS espionage (CISA AA26-204A),HIGH,APT · ESPIONAGE,feed,net,cisa.gov/.../aa26-204a (STIX 2.1),cisa.gov/.../aa26-204a (STIX 2.1),Full IP / domain / hash IOC set — download from the CISA advisory,JUL 23,https://www.cisa.gov/news-events/cybersecurity-advisories/aa26-204a https://connect.securonix.com/topic/show?tid=458&fid=62
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,sha256,hash,9a29d26b94b708830c6eaea8a6c17616ec677adaf09114190d0e129564b2ca1b,9a29d26b94b708830c6eaea8a6c17616ec677adaf09114190d0e129564b2ca1b,Assembled SourTrade payload sample (per-session — low reuse),JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,sha256,hash,05c0d056a6b3e76736d4f378541d28f24ecdf40060eeed24d8aa283d2f0120f6,05c0d056a6b3e76736d4f378541d28f24ecdf40060eeed24d8aa283d2f0120f6,Assembled SourTrade payload sample (per-session — low reuse),JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,sha256,hash,ad542ed44df306bdcbb022ae210da74abad74e978cc1e3992016976282f31976,ad542ed44df306bdcbb022ae210da74abad74e978cc1e3992016976282f31976,Assembled SourTrade payload sample (per-session — low reuse),JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,domain,net,noxani[.]info,noxani.info,SourTrade landing/delivery domain (1 of 96),JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,domain,net,greensite[.]digital,greensite.digital,SourTrade landing/delivery domain,JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,domain,net,yuntaro[.]digital,yuntaro.digital,SourTrade landing/delivery domain,JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,domain,net,nexlisa[.]info,nexlisa.info,SourTrade landing/delivery domain,JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,domain,net,campainter[.]digital,campainter.digital,SourTrade landing/delivery domain,JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,domain,net,form-engine[.]digital,form-engine.digital,SourTrade landing/delivery domain,JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,domain,net,trustconnect[.]digital,trustconnect.digital,SourTrade landing/delivery domain,JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,domain,net,predictcore[.]digital,predictcore.digital,SourTrade landing/delivery domain,JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,domain,net,solventa[.]club,solventa.club,SourTrade landing/delivery domain,JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,path,net,/config,/config,Returns build template + Bun runtime URL + per-session random values,JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
SourTrade — malvertising that makes the browser assemble the malware in memory,HIGH,MALVERTISING · INFOSTEALER,detection,host,.bun PE section w/ JavaScriptCore bytecode (app.js),.bun PE section w/ JavaScriptCore bytecode (app.js),In-memory-assembled payload marker,JUL 23,https://blog.confiant.com/p/sourtrade-browser-assembled-malware https://thehackernews.com/2026/07/malvertising-sends-malware-in-pieces.html
BlackSeeStealer — browser-credential stealer with a telltale User-Agent,MEDIUM,INFOSTEALER · WINDOWS,sha256,hash,77be91fc4ee0154ee4b6d0a48c596de2bffca40f1aebbf888b9ee2f3e09c89e9,77be91fc4ee0154ee4b6d0a48c596de2bffca40f1aebbf888b9ee2f3e09c89e9,BlackSeeStealer sample,JUL 31,https://www.cyfirma.com/news/weekly-intelligence-report-31-jul-2026/
BlackSeeStealer — browser-credential stealer with a telltale User-Agent,MEDIUM,INFOSTEALER · WINDOWS,user-agent,net,IP Checker/1.0,IP Checker/1.0,Hardcoded User-Agent — high-signal network catch,JUL 31,https://www.cyfirma.com/news/weekly-intelligence-report-31-jul-2026/
BlackSeeStealer — browser-credential stealer with a telltale User-Agent,MEDIUM,INFOSTEALER · WINDOWS,path,net,/upload,/upload,Exfiltration endpoint (HTTP POST of staged loot),JUL 31,https://www.cyfirma.com/news/weekly-intelligence-report-31-jul-2026/
BlackSeeStealer — browser-credential stealer with a telltale User-Agent,MEDIUM,INFOSTEALER · WINDOWS,domain,net,ip-api[.]com,ip-api.com,"Legit geo/IP service used for recon — hunt in context, don't blanket-block (also api[.]ipify[.]org)",JUL 31,https://www.cyfirma.com/news/weekly-intelligence-report-31-jul-2026/
BlackSeeStealer — browser-credential stealer with a telltale User-Agent,MEDIUM,INFOSTEALER · WINDOWS,filename,host,UserInformation.txt,UserInformation.txt,"Staged loot (also browser_decryption.log, installed_applications.txt)",JUL 31,https://www.cyfirma.com/news/weekly-intelligence-report-31-jul-2026/
VeilStealer — PowerShell infostealer with registry-run persistence,MEDIUM,INFOSTEALER · WINDOWS,sha256,hash,ff99e0fbf4bffe07738630833155fccb0775deb29cf8e0d02a5019362072a9f5,ff99e0fbf4bffe07738630833155fccb0775deb29cf8e0d02a5019362072a9f5,VeilStealer sample,JUL 24,https://www.cyfirma.com/news/weekly-intelligence-report-24-jul-2026/
VeilStealer — PowerShell infostealer with registry-run persistence,MEDIUM,INFOSTEALER · WINDOWS,sha256,hash,7dcc113684fe5bd9355866a59f4a901929ff5d07fb47a05d6c186d1e7b3f444f,7dcc113684fe5bd9355866a59f4a901929ff5d07fb47a05d6c186d1e7b3f444f,VeilStealer sample,JUL 24,https://www.cyfirma.com/news/weekly-intelligence-report-24-jul-2026/
VeilStealer — PowerShell infostealer with registry-run persistence,MEDIUM,INFOSTEALER · WINDOWS,sha256,hash,cf07f33f8727b3dc4b1d956b2a5e24a487470a8d74d2558c37249eca53976ba5,cf07f33f8727b3dc4b1d956b2a5e24a487470a8d74d2558c37249eca53976ba5,VeilStealer sample,JUL 24,https://www.cyfirma.com/news/weekly-intelligence-report-24-jul-2026/
VeilStealer — PowerShell infostealer with registry-run persistence,MEDIUM,INFOSTEALER · WINDOWS,sha256,hash,42dd676a77e7fdcf2da653c4150ed2b339ce062fb91e5ff7e7a1f2b1c5e32f44,42dd676a77e7fdcf2da653c4150ed2b339ce062fb91e5ff7e7a1f2b1c5e32f44,VeilStealer sample,JUL 24,https://www.cyfirma.com/news/weekly-intelligence-report-24-jul-2026/
VeilStealer — PowerShell infostealer with registry-run persistence,MEDIUM,INFOSTEALER · WINDOWS,sha256,hash,4b660a310fc1125a079f8154a86edd0d43501edbbc4bc759dd55f1d4fd0c6d40,4b660a310fc1125a079f8154a86edd0d43501edbbc4bc759dd55f1d4fd0c6d40,VeilStealer sample,JUL 24,https://www.cyfirma.com/news/weekly-intelligence-report-24-jul-2026/
VeilStealer — PowerShell infostealer with registry-run persistence,MEDIUM,INFOSTEALER · WINDOWS,sha256,hash,d93d3701b17598fdf244e0eec2a87a13902baadde7c2c9253d60566215ef6df2,d93d3701b17598fdf244e0eec2a87a13902baadde7c2c9253d60566215ef6df2,VeilStealer sample,JUL 24,https://www.cyfirma.com/news/weekly-intelligence-report-24-jul-2026/
VeilStealer — PowerShell infostealer with registry-run persistence,MEDIUM,INFOSTEALER · WINDOWS,sha256,hash,37f9de776d211aead04a1e54f2a5d8b453a1a51d1e906f3f4306868ac31501e1,37f9de776d211aead04a1e54f2a5d8b453a1a51d1e906f3f4306868ac31501e1,VeilStealer sample,JUL 24,https://www.cyfirma.com/news/weekly-intelligence-report-24-jul-2026/
